구분,신고(발견),확진,시도,시군구,읍면,리,세부주소,위도,경도,개체구분,위도_clean,경도_clean,geometry,시도_시군구
763,2020-10-11,2020-10-14,강원도,양구군,방산면,금악리,산1,38.217572,127.898035,폐사체,,,POINT (127.898035 38.217572),강원도 양구군
764,2020-10-10,2020-10-14,강원도,인제군,북면,월학리,1366,38.150674,128.199192,수렵개체,,,POINT (128.199192 38.150674),강원도 인제군
765,2020-10-13,2020-10-15,경기도,연천군,신서면,대광리,산55,38.1821,127.1369,폐사체,,,POINT (127.1369 38.1821),경기도 연천군
766,2020-10-13,2020-10-16,강원도,양구군,남면,적리,산149,38.162821,128.091824,폐사체,,,POINT (128.091824 38.162821),강원도 양구군
767,2020-10-20,2020-10-22,강원도,화천군,사내면,삼일리,산183,38.04823,127.508416,폐사체,,,POINT (127.508416 38.04823),강원도 화천군
768,2020-10-21,2020-10-22,경기도,연천군,연천읍,동막리,산24-1,38.095802,127.102444,폐사체,,,POINT (127.102444 38.095802),경기도 연천군
769,2020-10-21,2020-10-22,강원도,양구군,남면,적리,산142,38.150877,128.061594,폐사체,,,POINT (128.061594 38.150877),강원도 양구군
770,2020-10-24,2020-10-26,강원도,화천군,화천읍,동촌리,산1,38.176899,127.876151,폐사체,,,POINT (127.876151 38.176899),강원도 화천군
771,2020-10-24,2020-10-26,강원도,화천군,화천읍,동촌리,산1,38.176903,127.875458,폐사체,,,POINT (127.875458 38.176903),강원도 화천군
772,2020-10-24,2020-10-26,경기도,연천군,중면,합수리,산314,38.145479,127.051416,폐사체,,,POINT (127.051416 38.145479),경기도 연천군
773,2020-10-26,2020-10-28,강원도,인제군,서화면,서흥리,1149,38.193912,128.192243,폐사체,,,POINT (128.192243 38.193912),강원도 인제군
774,2020-10-26,2020-10-28,강원도,양구군,방산면,금악리,산1,38.208228,127.919548,폐사체,,,POINT (127.919548 38.208228),강원도 양구군
775,2020-10-27,2020-10-28,강원도,양구군,남면,가오작리,산1,38.127371,128.072781,폐사체,,,POINT (128.072781 38.127371),강원도 양구군
776,2020-10-27,2020-10-28,강원도,화천군,사내면,삼일리,622,38.03081,127.512826,폐사체,,,POINT (127.512826 38.03081),강원도 화천군
777,2020-10-29,2020-11-01,강원도,인제군,서화면,서흥리,산127,38.188773,128.195939,폐사체,,,POINT (128.195939 38.188773),강원도 인제군
778,2020-10-30,2020-11-01,강원도,화천군,사내면,삼일리,659,38.043803,127.511798,폐사체,,,POINT (127.511798 38.043803),강원도 화천군
779,2020-10-30,2020-11-01,강원도,화천군,사내면,삼일리,산242,38.037137,127.50193,폐사체,,,POINT (127.50193 38.037137),강원도 화천군
780,2020-10-31,2020-11-02,강원도,화천군,사내면,삼일리,산190,38.042513,127.509596,폐사체,,,POINT (127.509596 38.042513),강원도 화천군
781,2020-10-31,2020-11-02,강원도,화천군,사내면,삼일리,산242,38.039737,127.499799,폐사체,,,POINT (127.499799 38.039737),강원도 화천군
782,2020-11-01,2020-11-02,강원도,화천군,화천읍,동촌리,산1,38.183269,127.865364,폐사체,,,POINT (127.865364 38.183269),강원도 화천군
783,2020-11-03,2020-11-04,강원도,인제군,서화면,서흥리,산148,38.195773,128.191348,폐사체,,,POINT (128.191348 38.195773),강원도 인제군
784,2020-11-03,2020-11-04,강원도,인제군,서화면,서흥리,산148,38.19579,128.191559,폐사체,,,POINT (128.191559 38.19579),강원도 인제군
785,2020-11-04,2020-11-05,강원도,인제군,인제읍,가아리,산1,38.183233,128.104171,폐사체,,,POINT (128.104171 38.183233),강원도 인제군
786,2020-11-05,2020-11-06,강원도,화천군,사내면,용담리,산113,38.063373,127.532185,폐사체,,,POINT (127.532185 38.063373),강원도 화천군
787,2020-11-05,2020-11-06,강원도,양구군,남면,적리,산149-1,38.146699,128.07762,폐사체,,,POINT (128.07762 38.146699),강원도 양구군
788,2020-11-06,2020-11-08,강원도,인제군,서화면,서흥리,산120,38.1847,128.198186,폐사체,,,POINT (128.198186 38.1847),강원도 인제군
789,2020-11-09,2020-11-10,강원도,화천군,사내면,삼일리,산248,38.033431,127.493498,폐사체,,,POINT (127.493498 38.033431),강원도 화천군
790,2020-11-09,2020-11-10,강원도,화천군,사내면,삼일리,928-1,38.041471,127.489986,폐사체,,,POINT (127.489986 38.041471),강원도 화천군
791,2020-11-09,2020-11-10,강원도,화천군,상서면,구운리,산13,38.126488,127.660775,폐사체,,,POINT (127.660775 38.126488),강원도 화천군
792,2020-11-09,2020-11-12,강원도,춘천시,사북면,원평리,산69,38.004997,127.65168,폐사체,,,POINT (127.65168 38.004997),강원도 춘천시
793,2020-11-11,2020-11-12,강원도,화천군,상서면,노동리,1061,38.177398,127.652905,폐사체,,,POINT (127.652905 38.177398),강원도 화천군
794,2020-11-11,2020-11-12,강원도,인제군,서화면,서흥리,산151,38.194109,128.198543,폐사체,,,POINT (128.198543 38.194109),강원도 인제군
795,2020-11-11,2020-11-13,강원도,화천군,사내면,삼일리,산228-1,38.042557,127.481512,폐사체,,,POINT (127.481512 38.042557),강원도 화천군
796,2020-11-12,2020-11-13,강원도,인제군,서화면,서흥리,산33,38.206068,128.218798,폐사체,,,POINT (128.218798 38.206068),강원도 인제군
797,2020-11-11,2020-11-13,강원도,춘천시,사북면,원평리,산250,38.011331,127.662875,폐사체,,,POINT (127.662875 38.011331),강원도 춘천시
798,2020-11-13,2020-11-15,강원도,인제군,북면,원통리,산226-1,38.171703,128.254864,폐사체,,,POINT (128.254864 38.171703),강원도 인제군
799,2020-11-12,2020-11-15,강원도,화천군,화천읍,신읍리,227,38.170486,127.701958,폐사체,,,POINT (127.701958 38.170486),강원도 화천군
800,2020-11-16,2020-11-17,강원도,화천군,사내면,삼일리,산237,38.035405,127.484114,폐사체,,,POINT (127.484114 38.035405),강원도 화천군
801,2020-11-16,2020-11-17,강원도,양구군,동면,팔랑리,산124,38.205405,128.06681,폐사체,,,POINT (128.06681 38.205405),강원도 양구군
802,2020-11-16,2020-11-18,강원도,화천군,사내면,삼일리,산196,38.026507,127.476597,수렵개체,,,POINT (127.476597 38.026507),강원도 화천군
803,2020-11-17,2020-11-18,강원도,화천군,사내면,삼일리,산231,38.035205,127.481326,폐사체,,,POINT (127.481326 38.035205),강원도 화천군
804,2020-11-17,2020-11-18,강원도,화천군,사내면,광덕리,산263,38.055774,127.47664,폐사체,,,POINT (127.47664 38.055774),강원도 화천군
805,2020-11-23,2020-11-24,강원도,화천군,화천읍,풍산리,산161,38.124981,127.731771,폐사체,,,POINT (127.731771 38.124981),강원도 화천군
806,2020-11-23,2020-11-24,강원도,화천군,화천읍,풍산리,산161,38.125742,127.732046,폐사체,,,POINT (127.732046 38.125742),강원도 화천군
807,2020-11-22,2020-11-24,강원도,양구군,방산면,오미리,산1,38.194807,127.904283,폐사체,,,POINT (127.904283 38.194807),강원도 양구군
808,2020-11-23,2020-11-24,경기도,포천시,창수면,오가리,산116-9,38.022999,127.17837,폐사체,,,POINT (127.17837 38.022999),경기도 포천시
809,2020-11-23,2020-11-25,강원도,인제군,남면,상수내리,산31-1,37.991162,128.063463,폐사체,,,POINT (128.063463 37.991162),강원도 인제군
810,2020-11-23,2020-11-25,강원도,인제군,남면,상수내리,산31-1,37.991769,128.06316,폐사체,,,POINT (128.06316 37.991769),강원도 인제군
811,2020-11-24,2020-11-25,강원도,화천군,사내면,광덕리,산9-3,38.090886,127.495428,폐사체,,,POINT (127.495428 38.090886),강원도 화천군
812,2020-11-24,2020-11-25,강원도,인제군,서화면,서흥리,산55,38.206788,128.225303,폐사체,,,POINT (128.225303 38.206788),강원도 인제군
813,2020-11-25,2020-11-26,강원도,화천군,사내면,광덕리,산9,38.092893,127.495282,폐사체,,,POINT (127.495282 38.092893),강원도 화천군
814,2020-11-25,2020-11-26,강원도,화천군,사내면,삼일리,산242,38.038894,127.501422,폐사체,,,POINT (127.501422 38.038894),강원도 화천군
815,2020-11-25,2020-11-26,강원도,양구군,남면,야촌리,산88,38.126781,128.062903,폐사체,,,POINT (128.062903 38.126781),강원도 양구군
816,2020-11-25,2020-11-26,강원도,양구군,남면,야촌리,산88,38.126642,128.064068,폐사체,,,POINT (128.064068 38.126642),강원도 양구군
817,2020-11-26,2020-11-27,강원도,화천군,사내면,삼일리,838,38.04105,127.500119,폐사체,,,POINT (127.500119 38.04105),강원도 화천군
818,2020-11-26,2020-11-27,강원도,양구군,남면,야촌리,산88,38.124943,128.055195,폐사체,,,POINT (128.055195 38.124943),강원도 양구군
819,2020-11-26,2020-11-27,강원도,인제군,서화면,서흥리,산43,38.201611,128.216845,폐사체,,,POINT (128.216845 38.201611),강원도 인제군
820,2020-11-25,2020-11-28,경기도,가평군,가평읍,개곡리,산40,37.875783,127.55475,수렵개체,,,POINT (127.55475 37.875783),경기도 가평군
821,2020-11-25,2020-11-28,경기도,가평군,가평읍,개곡리,311,37.872372,127.553806,수렵개체,,,POINT (127.553806 37.872372),경기도 가평군
822,2020-11-25,2020-11-28,경기도,가평군,가평읍,개곡리,산37,37.873836,127.554889,수렵개체,,,POINT (127.554889 37.873836),경기도 가평군
823,2020-11-25,2020-11-28,경기도,가평군,가평읍,개곡리,산34-3,37.875386,127.554697,수렵개체,,,POINT (127.554697 37.875386),경기도 가평군
824,2020-11-27,2020-11-29,강원도,춘천시,사북면,원평리,산79,38.009098,127.642091,폐사체,,,POINT (127.642091 38.009098),강원도 춘천시
825,2020-11-27,2020-11-29,강원도,춘천시,사북면,원평리,산84-1,38.009447,127.642241,폐사체,,,POINT (127.642241 38.009447),강원도 춘천시
826,2020-11-27,2020-11-29,강원도,춘천시,사북면,원평리,산79,38.009506,127.642142,폐사체,,,POINT (127.642142 38.009506),강원도 춘천시
827,2020-11-27,2020-11-29,강원도,춘천시,사북면,원평리,산79,38.009506,127.642142,폐사체,,,POINT (127.642142 38.009506),강원도 춘천시
828,2020-11-27,2020-11-29,강원도,인제군,북면,원통리,산226-1,38.177167,128.245991,폐사체,,,POINT (128.245991 38.177167),강원도 인제군
829,2020-11-27,2020-11-29,강원도,인제군,북면,원통리,산226-1,38.177455,128.248739,폐사체,,,POINT (128.248739 38.177455),강원도 인제군
830,2020-11-27,2020-11-29,강원도,인제군,서화면,심적리,618,38.251436,128.176677,폐사체,,,POINT (128.176677 38.251436),강원도 인제군
831,2020-11-27,2020-11-29,강원도,화천군,사내면,삼일리,산242,38.037233,127.504789,폐사체,,,POINT (127.504789 38.037233),강원도 화천군
832,2020-11-28,2020-11-29,경기도,가평군,가평읍,개곡리,산34-3,37.874714,127.555191,폐사체,,,POINT (127.555191 37.874714),경기도 가평군
833,2020-11-27,2020-12-01,경기도,가평군,북면,목동리,산139-2,37.898942,127.588328,수렵개체,,,POINT (127.588328 37.898942),경기도 가평군
834,2020-11-30,2020-12-01,강원도,화천군,간동면,방천리,산11-1,38.095047,127.811268,폐사체,,,POINT (127.811268 38.095047),강원도 화천군
835,2020-11-30,2020-12-01,강원도,인제군,서화면,서흥리,산271,38.246174,128.230011,폐사체,,,POINT (128.230011 38.246174),강원도 인제군
836,2020-11-30,2020-12-01,강원도,춘천시,사북면,원평리,산79,38.008456,127.642003,폐사체,,,POINT (127.642003 38.008456),강원도 춘천시
837,2020-12-01,2020-12-02,강원도,인제군,서화면,서흥리,산55,38.207269,128.229132,폐사체,,,POINT (128.229132 38.207269),강원도 인제군
838,2020-12-02,2020-12-03,강원도,화천군,간동면,방천리,산11-1,38.09216,127.812049,폐사체,,,POINT (127.812049 38.09216),강원도 화천군
839,2020-12-01,2020-12-03,강원도,양구군,방산면,건솔리,산1,38.27439,127.94852,폐사체,,,POINT (127.94852 38.27439),강원도 양구군
840,2020-12-02,2020-12-03,강원도,인제군,북면,원통리,산226-1,38.177735,128.246725,폐사체,,,POINT (128.246725 38.177735),강원도 인제군
841,2020-12-02,2020-12-03,강원도,춘천시,북산면,오항리,산125,38.003054,127.873519,폐사체,,,POINT (127.873519 38.003054),강원도 춘천시
842,2020-12-04,2020-12-06,경기도,포천시,창수면,오가리,835,38.031207,127.171236,폐사체,,,POINT (127.171236 38.031207),경기도 포천시
843,2020-12-04,2020-12-07,경기도,연천군,청산면,장탄리,493,38.051068,127.088654,폐사체,,,POINT (127.088654 38.051068),경기도 연천군
844,2020-12-05,2020-12-08,경기도,포천시,신북면,덕둔리,산13,37.975502,127.114496,폐사체,,,POINT (127.114496 37.975502),경기도 포천시
845,2020-12-07,2020-12-08,경기도,연천군,청산면,장탄리,산17-3,38.05434,127.082544,폐사체,,,POINT (127.082544 38.05434),경기도 연천군
846,2020-12-07,2020-12-08,강원도,화천군,간동면,방천리,산11-1,38.093573,127.818277,폐사체,,,POINT (127.818277 38.093573),강원도 화천군
847,2020-12-07,2020-12-08,강원도,양구군,방산면,송현리,산1,38.239925,127.927604,폐사체,,,POINT (127.927604 38.239925),강원도 양구군
848,2020-12-07,2020-12-08,경기도,포천시,영북면,소회산리,산59,38.077536,127.253896,수렵개체,,,POINT (127.253896 38.077536),경기도 포천시
849,2020-12-07,2020-12-09,강원도,춘천시,서면,금산리,산42-7,37.910435,127.693903,수렵개체,,,POINT (127.693903 37.910435),강원도 춘천시
850,2020-12-08,2020-12-09,경기도,연천군,청산면,장탄리,539-1,38.05227,127.084778,폐사체,,,POINT (127.084778 38.05227),경기도 연천군
851,2020-12-08,2020-12-09,경기도,연천군,청산면,장탄리,539-1,38.05227,127.084778,폐사체,,,POINT (127.084778 38.05227),경기도 연천군
852,2020-12-08,2020-12-09,경기도,연천군,청산면,장탄리,548,38.050856,127.084942,폐사체,,,POINT (127.084942 38.050856),경기도 연천군
853,2020-12-08,2020-12-09,경기도,연천군,청산면,장탄리,산17-4,38.052099,127.084516,폐사체,,,POINT (127.084516 38.052099),경기도 연천군
854,2020-12-08,2020-12-09,경기도,연천군,청산면,장탄리,549,38.051408,127.08474,폐사체,,,POINT (127.08474 38.051408),경기도 연천군
855,2020-12-08,2020-12-09,경기도,포천시,이동면,연곡리,7,38.020021,127.387332,폐사체,,,POINT (127.387332 38.020021),경기도 포천시
856,2020-12-07,2020-12-09,강원도,양구군,방산면,금악리,875,38.204565,127.907083,폐사체,,,POINT (127.907083 38.204565),강원도 양구군
857,2020-12-08,2020-12-09,강원도,양구군,동면,월운리,산1,38.238921,128.047404,폐사체,,,POINT (128.047404 38.238921),강원도 양구군
858,2020-12-08,2020-12-09,강원도,인제군,북면,월학리,1390-1,38.157453,128.187419,폐사체,,,POINT (128.187419 38.157453),강원도 인제군
859,2020-12-08,2020-12-09,강원도,화천군,간동면,방천리,산11-1,38.088795,127.814624,폐사체,,,POINT (127.814624 38.088795),강원도 화천군
860,2020-12-08,2020-12-09,강원도,화천군,간동면,방천리,산11-1,38.088795,127.814624,폐사체,,,POINT (127.814624 38.088795),강원도 화천군
861,2020-12-07,2020-12-10,강원도,양구군,방산면,송현리,888,38.237868,127.931955,폐사체,,,POINT (127.931955 38.237868),강원도 양구군
862,2020-12-09,2020-12-10,경기도,연천군,청산면,장탄리,산23,38.045505,127.088276,폐사체,,,POINT (127.088276 38.045505),경기도 연천군
863,2020-12-09,2020-12-10,경기도,연천군,청산면,장탄리,산22-11,38.046441,127.085462,폐사체,,,POINT (127.085462 38.046441),경기도 연천군
864,2020-12-09,2020-12-10,경기도,연천군,청산면,장탄리,산17-4,38.051778,127.086978,폐사체,,,POINT (127.086978 38.051778),경기도 연천군
865,2020-12-09,2020-12-10,강원도,인제군,인제읍,남북리,산15-1,38.054724,128.141911,폐사체,,,POINT (128.141911 38.054724),강원도 인제군
866,2020-12-09,2020-12-10,경기도,포천시,창수면,고소성리,산15-1,38.02748,127.157175,폐사체,,,POINT (127.157175 38.02748),경기도 포천시
867,2020-12-09,2020-12-10,강원도,화천군,간동면,방천리,산11-1,38.091039,127.817089,수렵개체,,,POINT (127.817089 38.091039),강원도 화천군
868,2020-12-09,2020-12-10,강원도,화천군,간동면,방천리,산11-1,38.091039,127.817089,수렵개체,,,POINT (127.817089 38.091039),강원도 화천군
869,2020-12-10,2020-12-11,경기도,연천군,청산면,장탄리,산14,38.055122,127.096252,폐사체,,,POINT (127.096252 38.055122),경기도 연천군
870,2020-12-10,2020-12-11,경기도,연천군,청산면,장탄리,산9-2,38.047989,127.093117,폐사체,,,POINT (127.093117 38.047989),경기도 연천군
871,2020-12-10,2020-12-11,경기도,연천군,청산면,장탄리,산9,38.046864,127.094221,폐사체,,,POINT (127.094221 38.046864),경기도 연천군
